idpregunta;traffictest;fotoRouteComplete;textopregunta;vecesHecha;mediaFallada;vecesHechaExperimento;mediaFalladaExperimento;respuesta1;respuesta2;respuesta3;respuesta4;respuestaCorrecta;idTema;temaDenominacion;idSubtema;subtemaDenominacion;descatalogada;idRespuesta1;idRespuesta2;idRespuesta3;idRespuesta4;idRespuestaCorrecta;enableForContent;enableForTestLesson;enableForTestExam;enableForTestKiller;enableForTestReview
70032;100058107;Iveralso/5036.jpg;"La luz antiniebla trasera deberá utilizarse siempre que...";689;0,87;641;0,93;"circule por un túnel.";"circule con fuerte nevada.";"circule por un puerto de montaña.";;"circule con fuerte nevada.";3204;"16 Luces";20573;"Antinieblas 19";No;236386;236387;236388;;236387;No;No;No;No;Si
70033;100058108;Iveralso/5146.jpg;"Si conduce un ciclomotor, ¿en qué tipo de vías es obligatorio utilizar el casco de protección?";690;0,72;652;0,76;"En todo tipo de vías, tanto urbanas como interurbanas.";"Solo cuando circule por carreteras convencionales.";"En todo tipo de vías, pero solo cuando circule a más de 40 km/h.";;"En todo tipo de vías, tanto urbanas como interurbanas.";3203;"19 Motocicleta";20634;"Casco en Motos Cerradas.";No;236389;236390;236391;;236389;No;No;No;No;Si
70034;100058111;Iveralso/5264.jpg;"Está prohibido parar...";11988;13,17;11352;12,97;"en las proximidades de los pasos para peatones.";"donde se ocasione riesgo para el resto de usuarios.";"delante de los vados señalizados correctamente.";;"donde se ocasione riesgo para el resto de usuarios.";3201;"05 Inmovilizaciones";20534;"Lugares Donde esta prohibido Parar y Estacionar.";No;236392;236393;236394;;236393;No;Si;Si;No;No
70036;100058113;Iveralso/4851.jpg;"Circula por una vía interurbana y empieza a nevar de forma ligera, ¿puede emplear el alumbrado antiniebla?";10152;14,96;9643;14,78;"Sí, es obligatorio usar la luz antiniebla, tanto la delantera como la trasera.";"No, está prohibido su uso cuando la nevada es ligera.";"Sí, pero solo la luz antiniebla delantera.";;"Sí, pero solo la luz antiniebla delantera.";3204;"16 Luces";20573;"Antinieblas 19";No;236398;236399;236400;;236400;No;Si;Si;No;No
70037;100058131;Iveralso/5768.jpg;"Cuando un conductor no supere la tasa máxima permitida, el agente de tráfico, ¿puede realizarle una segunda prueba?";677;1,18;637;1,25;"No, en ningún caso.";"Sí, si muestra signos evidentes de encontrarse bajo los efectos del alcohol.";"Solo si está implicado en un accidente.";;"Sí, si muestra signos evidentes de encontrarse bajo los efectos del alcohol.";3206;"17 Tiempo y Distancia de Reacción y Factores Que Intervienen";20603;"Tasas de Alcoholemia.";No;236401;236402;236403;;236402;No;No;No;No;Si
70040;100058145;Iveralso/5194.jpg;"Si un agente de tráfico interviene el permiso de circulación de un vehículo por no estar al día de las inspecciones técnicas, ¿qué plazo tiene su propietario para pasar la ITV?";11276;14,63;10681;14,65;"24 horas.";"10 días.";"30 días.";;"10 días.";3198;"11 Permisos de Conducir";20543;"Periodicidad ITV.";No;236410;236411;236412;;236411;No;Si;Si;No;No
70042;100058147;Iveralso/4884.jpg;"Si sufre una avería y tienen que salir de su vehículo, ¿en cuál de los siguientes casos debe utilizar el chaleco reflectante?";10481;28,89;9949;28,83;"Al ocupar la calzada en vías urbanas.";"Solamente al ocupar la calzada o el arcén en autopistas y autovías.";"Al ocupar el arcén en vías interurbanas.";;"Al ocupar el arcén en vías interurbanas.";3197;"13 Personas y Mercancias Transportadas";20641;"Dispositivos Obligatorios.";No;236416;236417;236418;;236418;Si;Si;Si;No;No
70044;100058153;Iveralso/5131.jpg;"Cuando el vehículo amarillo gire a la derecha, ¿qué debe hacer el conductor del vehículo verde?";12970;7,91;12297;7,76;"Acercarse al cruce y detenerse solo si se acerca algún vehículo.";"Seguir circulando detrás del vehículo blanco sin detenerse.";"Volver a detenerse ante la línea transversal.";;"Volver a detenerse ante la línea transversal.";3192;"03 Marcas Viales";20882;"Línea de Detención Continua.";No;236422;236423;236424;;236424;No;Si;Si;No;No
70045;100058154;Iveralso/4990.jpg;"En esta curva sin visibilidad de una vía con un carril para cada sentido de la circulación, ¿puede adelantar al vehículo rojo?";10715;14,78;10142;14,68;"No, porque para adelantar necesito ocupar el carril de sentido contrario.";"Sí, porque no hay señal vertical que me prohíba adelantar.";"No, porque está prohibido adelantar en todas las curvas.";;"No, porque para adelantar necesito ocupar el carril de sentido contrario.";3199;"06 Uso de la via y Adelantamientos";20645;"Adelantamiento Prohibido Curvas sin Visibilidad.";No;236425;236426;236427;;236425;No;Si;Si;No;No
70046;100058155;Iveralso/5281.jpg;"En el centro de la calzada hay doble línea continua, ¿qué indica?";687;2,76;649;2,77;"Que la calzada es peligrosa.";"Que no se puede atravesar, ni pisar la línea.";"Que hay un carril especial.";;"Que no se puede atravesar, ni pisar la línea.";3192;"03 Marcas Viales";20849;"Línea Continua.";No;236428;236429;236430;;236429;No;No;No;No;Si
70047;100058156;Iveralso/5143.jpg;"¿En cuál de los siguientes casos el conductor de un vehículo no prioritario podrá emplear las señales acústicas fuera de poblado?";11237;21,06;10639;20,93;"Cuando el tráfico sea muy denso o existan retenciones.";"En vías estrechas cuando exista un badén en la calzada.";"Para advertir a otro conductor el propósito de adelantarlo.";;"Para advertir a otro conductor el propósito de adelantarlo.";3199;"06 Uso de la via y Adelantamientos";20512;"Uso de Ráfagas y Claxon.";No;236431;236432;236433;;236433;Si;Si;Si;No;No
70048;100058157;Iveralso/5234.jpg;"¿Está permitido circular con un vehículo que supera los límites permitidos de emisión de humo?";698;4,29;652;4,29;"No, está prohibido.";"Sí, en todo caso.";"Solo si el humo es de color blanco o azulado.";;"No, está prohibido.";3207;"14 Mecánica";20740;"Etiquetas Contaminación";No;236434;236435;236436;;236434;No;No;No;No;Si
70049;100058164;Iveralso/4875.jpg;"Durante el día y con tiempo soleado, deberá llevar encendida la luz de corto alcance cuando...";9981;14,73;9491;14,69;"circule por un carril reversible.";"circule a una velocidad inferior a 40 km/h.";"circule en tramos de vías estrechas con muchas curvas.";;"circule por un carril reversible.";3191;"09 Arcenes y Carriles Especiales";20413;"Semáforos de Carril.";No;236437;236438;236439;;236437;No;Si;Si;No;No
70050;100058165;Iveralso/5226.jpg;"En las circunstancias que se dan en la imagen, el vehículo verde, ¿puede adelantar al vehículo blanco?";702;0,85;662;0,90;"No, porque está prohibido cambiar de carril.";"No, porque la marca vial prohíbe adelantar.";"No, porque vienen vehículos en sentido contrario.";;"No, porque vienen vehículos en sentido contrario.";3199;"06 Uso de la via y Adelantamientos";20527;"Adelantamiento en Vías de Doble Sentido.";No;236440;236441;236442;;236442;No;No;No;No;Si
70051;100058166;Iveralso/5026.jpg;"La luz rotativa de color amarillo auto que llevan los vehículos especiales, ¿les concede prioridad frente a los demás vehículos?";9736;9,12;9248;9,09;Sí.;"Solo cuando circulen con ella encendida.";"No, solo señaliza su situación en la vía.";;"No, solo señaliza su situación en la vía.";3196;"15 Velocidad";20480;"Luz rotativa";No;236443;236444;236445;;236445;No;Si;Si;No;No
70052;100058167;Iveralso/4912.jpg;"En caso de caída de la carga en la calzada, el conductor, en la medida de lo posible, deberá...";1057;4,06;648;3,08;"proseguir la marcha para avisar del incidente a la policía de tráfico.";"retirarla de la calzada en el menor tiempo posible.";"dejar el vehículo atravesado en mitad de la calzada para cortar el tránsito.";;"retirarla de la calzada en el menor tiempo posible.";3197;"13 Personas y Mercancias Transportadas";20539;"Operaciones de Carga y Descarga.";No;236446;236447;236448;;236447;No;No;No;No;Si
70054;100058169;Iveralso/5004.jpg;"El conductor, ¿está obligado a cuidar que el resto de pasajeros mantengan una posición adecuada en el vehículo?";9405;11,79;8927;11,96;No.;"Solo si el vehículo es de transporte colectivo de personas.";Sí.;;Sí.;3197;"13 Personas y Mercancias Transportadas";20636;"Posición en el Asiento y Cinturón de Seguridad.";No;236452;236453;236454;;236454;No;Si;Si;No;No
70055;100058170;Iveralso/4835.jpg;"Un ciclomotor y un turismo llegan al mismo tiempo a un estrechamiento en el que no está señalizada la prioridad de paso. ¿Qué vehículo pasará primero?";10662;12,74;10111;12,66;"El ciclomotor.";"El que tenga una menor masa máxima autorizada.";"El turismo.";;"El turismo.";3194;"10 Preferencias";20555;"Estrechamiento mismo tipo";No;236455;236456;236457;;236457;No;Si;Si;No;No
70056;100058172;Iveralso/5116.jpg;"Si su motocicleta cuenta con estructura de autoprotección y cinturón de seguridad, ¿en qué vías deberá llevarlo abrochado?";720;0,83;671;0,89;"Únicamente cuando circule por vías interurbanas.";"En todo tipo de vías, tanto urbanas como interurbanas.";"Solo cuando circule por vías interurbanas y travesías.";;"En todo tipo de vías, tanto urbanas como interurbanas.";3203;"19 Motocicleta";20634;"Casco en Motos Cerradas.";No;236458;236459;236460;;236459;No;No;No;No;Si
70057;100058173;Iveralso/5081.jpg;"En una intersección regulada con esta señal, ¿está permitido girar a la derecha?";687;1,60;646;1,54;"No, es obligatorio girar a la izquierda o seguir de frente.";"Sí, es la única dirección permitida.";"Sí, aunque también se puede girar a la izquierda o seguir de frente.";;"No, es obligatorio girar a la izquierda o seguir de frente.";3195;"08 Señales de Obligación e Indicación";20792;"Unicas direcciones permitidas";No;236461;236462;236463;;236461;No;No;No;No;Si
70060;100058183;Iveralso/5871.jpg;"La depresión, ¿puede afectar a la conducción?";707;0,42;662;0,45;"Sí, cuesta más trabajo mantener la atención necesaria, por ejemplo.";"No, en ningún caso.";"La depresión no afecta pero si la medicación que se consume para tratarla.";;"Sí, cuesta más trabajo mantener la atención necesaria, por ejemplo.";3206;"17 Tiempo y Distancia de Reacción y Factores Que Intervienen";20600;"Enfermedades, Estres y Depresión.";No;236470;236471;236472;;236470;No;No;No;No;Si
70062;100058185;Iveralso/5323.jpg;"¿Cuál es la función de los sistemas de seguridad pasiva de un vehículo?";700;2,85;657;3,04;"Evitar que se produzca un accidente.";"Evitar o reducir la gravedad de los daños en caso de accidente.";"La misma que la de los elementos de seguridad activa.";;"Evitar o reducir la gravedad de los daños en caso de accidente.";3207;"14 Mecánica";20630;"Sistemas de Seguridad Ac/Pa";No;236476;236477;236478;;236477;No;No;No;No;Si
70063;100058186;Iveralso/5806.jpg;"En esta intersección sin señalizar, los tres vehículos van a seguir circulando de frente, ¿cuál de ellos tiene preferencia entre los demás?";734;3,95;690;4,05;"El vehículo azul.";"El vehículo amarillo.";"El vehículo rojo.";;"El vehículo amarillo.";3194;"10 Preferencias";20417;"Norma General de Preferencia de la Derecha.";No;236479;236480;236481;;236480;No;No;No;No;Si
70069;100058236;Iveralso/5020.jpg;"En una autopista un conductor circula por el carril izquierdo porque acaba de adelantar, ¿debe regresar inmediatamente al carril derecho?";10757;15,11;10180;15,06;"Solo si se convierte en un obstáculo para los vehículos que le siguen.";"No, cuando no le siga ningún vehículo, aunque el carril derecho esté libre.";"Sí, si el carril derecho está libre y las condiciones de la circulación lo permiten.";;"Sí, si el carril derecho está libre y las condiciones de la circulación lo permiten.";3199;"06 Uso de la via y Adelantamientos";20520;"Adelantamiento en Vías de Sentido Único.";No;236497;236498;236499;;236499;No;Si;Si;No;No
70070;100058237;Iveralso/4889.jpg;"Si conduce una motocicleta y hay niebla ligera, ¿qué alumbrado debe utilizar, además del de posición?";10334;18,69;9805;18,57;"La luz antiniebla delantera, si la lleva, o la luz de corto o largo alcance.";"La luz antiniebla delantera y trasera, si las lleva, y la luz de corto alcance.";"La luz antiniebla trasera, si la lleva, y la luz de largo alcance.";;"La luz antiniebla delantera, si la lleva, o la luz de corto o largo alcance.";3204;"16 Luces";20573;"Antinieblas 19";No;236500;236501;236502;;236500;Si;Si;Si;No;No
70071;100058238;Iveralso/5231.jpg;"En un turismo, ¿cuál de los siguientes accesorios es obligatorio llevar?";688;0,14;636;0,15;"Un chaleco reflectante de alta visibilidad homologado.";"Una caja con lámparas de repuesto.";"Un botiquín de primeros auxilios.";;"Un chaleco reflectante de alta visibilidad homologado.";3197;"13 Personas y Mercancias Transportadas";20641;"Dispositivos Obligatorios.";No;236503;236504;236505;;236503;No;No;No;No;Si
70072;100058239;Iveralso/5221.jpg;"¿Está permitido circular en motocicleta con el llamado escape libre?";9172;7,75;8675;7,64;No.;"Solo está permitido en vías interurbanas.";Sí.;;No.;3207;"14 Mecánica";20650;"Contaminación acústica";No;236506;236507;236508;;236506;No;Si;Si;No;No
70073;100058240;Iveralso/5236.jpg;"Durante el día, el conductor de un turismo, ¿cuándo está obligado a circular con el alumbrado de corto alcance encendido?";10068;14,54;9574;14,53;"Siempre que llueva.";"Cuando circule por un carril reversible.";"Cuando circule por un carril para vehículos con alta ocupación (VAO).";;"Cuando circule por un carril reversible.";3191;"09 Arcenes y Carriles Especiales";20413;"Semáforos de Carril.";No;236509;236510;236511;;236510;No;Si;Si;No;No
70074;100058241;Iveralso/5202.jpg;"Como norma general, en una intersección en la que no funciona el semáforo, deberá extremar la precaución y...";11212;19,61;10629;19,43;"detenerse a la altura del semáforo, como si este fuera una señal de STOP.";"ceder el paso a los vehículos que se aproximen por la derecha.";"cruzar con prioridad, como si el semáforo estuviese en verde.";;"ceder el paso a los vehículos que se aproximen por la derecha.";3194;"10 Preferencias";20417;"Norma General de Preferencia de la Derecha.";No;236512;236513;236514;;236513;Si;Si;Si;No;No
70075;100058243;Iveralso/5166.jpg;"Fuera de poblado, los peatones circularán siempre por la derecha...";9970;14,21;9471;14,14;"cuando empujen un ciclo o un ciclomotor de dos ruedas.";"cuando la velocidad máxima permitida de la vía supere los 70 km/h.";"cuando circulen por una vía con un arcén de anchura inferior a 1,50 metros.";;"cuando empujen un ciclo o un ciclomotor de dos ruedas.";3191;"09 Arcenes y Carriles Especiales";20501;"Circulación de Peatones.";No;236515;236516;236517;;236515;No;Si;Si;No;No
70076;100058244;Iveralso/4917.jpg;"¿Esta señal indica que se debe seguir una dirección y sentido obligatorios?";677;0,29;634;0,31;Sí.;"No, esta señal no es de obligación.";"No, indica la salida más próxima.";;Sí.;3195;"08 Señales de Obligación e Indicación";20431;"Esquema sentido único y obligatorio";No;236518;236519;236520;;236518;No;No;No;No;Si
70077;100058245;Iveralso/5076.jpg;"En una carretera convencional, ¿se puede parar o estacionar fuera de la calzada y de la parte transitable del arcén?";14152;38,95;13410;38,90;"Sí, se puede parar y estacionar en el lado derecho de la calzada.";"Se puede parar, pero no estacionar.";"Se puede estacionar, pero no parar.";;"Sí, se puede parar y estacionar en el lado derecho de la calzada.";3201;"05 Inmovilizaciones";20704;"Parada y Estacionamiento en Autopistas y Autovías.";No;236521;236522;236523;;236521;Si;Si;Si;No;No
70078;100058247;Iveralso/5097.jpg;"¿Qué indica la señal?";5958;8,39;5909;8,42;"Permite la entrada a los vehículos que transporten mercancías peligrosas.";"Prohíbe la entrada a los vehículos que transporten mercancías peligrosas.";"Prohíbe le entrada a toda clases de camiones cisterna.";;"Prohíbe la entrada a los vehículos que transporten mercancías peligrosas.";3193;"07 Señales de Peligro y Prohibición";20750;"prohibido productos contaminantes";No;236524;236525;236526;;236525;No;Si;Si;No;No
70079;100058262;Iveralso/4907.jpg;"La tasa máxima de alcohol en aire espirado permitida a un conductor novel es de...";8578;10,64;8137;10,58;"0,30 miligramos por litro durante los dos primeros años.";"0,15 miligramos por litro durante los dos primeros años.";"0,25 miligramos por litro durante el primer año.";;"0,15 miligramos por litro durante los dos primeros años.";3206;"17 Tiempo y Distancia de Reacción y Factores Que Intervienen";20603;"Tasas de Alcoholemia.";No;236527;236528;236529;;236528;No;Si;Si;No;No
70081;100058290;Iveralso/5161.jpg;"Para mejorar la fluidez, en una autovía se ha abierto un carril para circular en sentido contrario al habitual, ¿a qué velocidad máxima se puede circular por dicho carril?";10108;13,69;9609;13,69;"A 100 kilómetros por hora.";"A 80 kilómetros por hora.";"A 90 kilómetros por hora.";;"A 80 kilómetros por hora.";3191;"09 Arcenes y Carriles Especiales";20499;"Sentido Contrario Fluidez.";No;236533;236534;236535;;236534;No;Si;Si;No;No
70082;100058291;Iveralso/5237.jpg;"En una vía interurbana de doble sentido de circulación, ¿está permitido realizar una parada o estacionamiento en el lado izquierdo?";12147;13,44;11494;13,42;"Solo cuando la línea de separación de ambos sentidos es discontinua.";"No, en ningún caso.";"Sí, siempre que el vehículo quede fuera de la calzada.";;"No, en ningún caso.";3201;"05 Inmovilizaciones";20704;"Parada y Estacionamiento en Autopistas y Autovías.";No;236536;236537;236538;;236537;No;Si;Si;No;No
70085;100058294;Iveralso/5208.jpg;"Sí, debido a la situación del tráfico, prevé que puede quedar detenido en una intersección obstaculizando la circulación transversal, ¿qué debe hacer?";694;2,30;653;2,29;"Detener el vehículo antes de entrar en la intersección.";"Siempre que tenga prioridad de paso, entrar en la intersección.";"Entrar en la intersección y quitarse de en medio cuando el tráfico lo permita.";;"Detener el vehículo antes de entrar en la intersección.";3192;"03 Marcas Viales";20487;"cuadricula de marcas amarilla";No;236545;236546;236547;;236545;No;No;No;No;Si
70087;100058296;Iveralso/5765.jpg;"Cuando no se puede posicionar el vehículo paralelo al borde de la calzada, ¿se podría permitir la parada o el estacionamiento dejando el vehículo en otra posición?";8712;17,81;8053;17,72;"No, en ningún caso.";"Sí, cuando las características de la vía u otras circunstancias así lo aconsejen.";"Solo si existe alguna señal que permita el estacionamiento en batería.";;"Sí, cuando las características de la vía u otras circunstancias así lo aconsejen.";3201;"05 Inmovilizaciones";20533;"Parada y Estacionamiento en Doble Sentido.";No;236551;236552;236553;;236552;Si;Si;Si;No;No
70088;100058297;Iveralso/5903.jpg;"Relativo a la disposición de la carga en un vehículo, ¿cómo es obligatorio transportar siempre las materias que produzcan polvo o puedan caer?";9202;11,22;8726;11,24;"En vehículos totalmente cerrados.";"En pequeños contenedores.";"Cubriéndolas total y eficazmente.";;"Cubriéndolas total y eficazmente.";3197;"13 Personas y Mercancias Transportadas";20570;"La Carga en los Camiones.";No;236554;236555;236556;;236556;No;Si;Si;No;No
70090;100058315;Iveralso/5779.jpg;"El alcohol, ¿afecta por igual a todas las personas?";733;0,81;687;0,87;"Sí, cuando se ingiere la misma cantidad de alcohol.";"No, los menores de 18 años y los mayores de 65 son más sensibles al alcohol.";"No, las personas delgadas toleran mejor el alcohol que las personas gruesas.";;"No, los menores de 18 años y los mayores de 65 son más sensibles al alcohol.";3206;"17 Tiempo y Distancia de Reacción y Factores Que Intervienen";20599;"Efectos del Alcohol y Controles de Alcoholemia.";No;236560;236561;236562;;236561;No;No;No;No;Si
70091;100058330;Iveralso/5734.jpg;"A la vista de la fotografía debe...";1126;1,15;653;0,45;"respetar la señal de stop.";"respetar la señal del agente.";"pasar, porque el semáforo permite el paso con prioridad.";;"respetar la señal del agente.";3190;"02 Señalizacion";20365;Agentes;No;236563;236564;236565;;236564;No;No;No;No;Si
70093;100058332;Iveralso/5907.jpg;"Si circula de noche con la luz de carretera encendida y ve peatones en el arcén, ¿está obligado a cambiar la luz de largo alcance por la de corto alcance?";10011;9,05;9516;9,06;"No, debe seguir circulando con la luz de carretera encendida.";"Sí, para no deslumbrar a los peatones.";"Solamente si circula por un tramo de vía recto.";;"Sí, para no deslumbrar a los peatones.";3204;"16 Luces";20647;"Los Deslumbramientos.";No;236569;236570;236571;;236570;No;Si;Si;No;No
70094;100058333;Iveralso/5810.jpg;"En esta vía urbana con tres carriles para cada sentido, ¿cuál es la velocidad máxima permitida?";9836;8,89;9308;8,79;"50km/h, porque no hay otras señales.";"60km/h, porque tiene tres carriles.";"40 km/h, porque tiene pasos de peatones.";;"50km/h, porque no hay otras señales.";3196;"15 Velocidad";20474;"Velocidad Máxima Turismos.";No;236572;236573;236574;;236572;No;Si;Si;No;No
70096;100058336;Iveralso/5773.jpg;"Debido a una avería, un vehículo obstaculiza la circulación en una autovía, ¿qué debe hacer su conductor?";688;1,59;644;1,70;"Dejarlo en la mediana, porque siempre es el sitio más seguro.";"Sacarlo de la calzada, cumpliendo las normas de estacionamiento siempre que sea posible.";"Remolcarlo con cualquier otro vehículo hasta un lugar seguro.";;"Sacarlo de la calzada, cumpliendo las normas de estacionamiento siempre que sea posible.";3201;"05 Inmovilizaciones";20529;"Incendio en túnel";No;236578;236579;236580;;236579;No;No;No;No;Si
70097;100058337;Iveralso/5691.jpg;"¿Cuándo debe pasar un turismo su primera inspección técnica periódica?";701;2,85;658;2,88;"A los 4 años, a partir de la fecha de la primera matriculación.";"A los 3 años, a partir de la fecha de la primera matriculación.";"A los 4 años, a partir de la fecha de fabricación o importación.";;"A los 4 años, a partir de la fecha de la primera matriculación.";3198;"11 Permisos de Conducir";20543;"Periodicidad ITV.";No;236581;236582;236583;;236581;No;No;No;No;Si
70098;100058338;Iveralso/5324.jpg;"Un peatón, ¿pueden estar obligado a realizar una prueba de alcoholemia?";8865;12,36;8439;12,21;"Sí, en un control preventivo de alcoholemia.";"No, en ningún caso.";"Sí, cuando esté implicado directamente como posible responsable de un accidente.";;"Sí, cuando esté implicado directamente como posible responsable de un accidente.";3206;"17 Tiempo y Distancia de Reacción y Factores Que Intervienen";20599;"Efectos del Alcohol y Controles de Alcoholemia.";No;236584;236585;236586;;236586;No;Si;Si;No;No
70099;100058339;Iveralso/5325.jpg;"¿Cuántos espejos retrovisores tiene que llevar obligatoriamente una motocicleta con estructura de autoprotección, si su velocidad máxima no supera los 100 km/h?";10201;23,80;9682;23,85;"Dos exteriores, uno en cada lado.";"Uno exterior, en el lado izquierdo.";"Uno interior y otro exterior izquierdo.";;"Uno exterior, en el lado izquierdo.";3197;"13 Personas y Mercancias Transportadas";20631;"Retrovisor En Vh de dos ruedas";No;236587;236588;236589;;236588;Si;Si;Si;No;No
70100;100058340;Iveralso/5844.jpg;"En una vía urbana con un carril en cada sentido, deberá circular...";10599;12,59;10054;12,62;"por la zona que mejor convenga.";"lo más cerca posible del borde derecho de la calzada.";"por el centro de la calzada, en tramos rectos.";;"lo más cerca posible del borde derecho de la calzada.";3199;"06 Uso de la via y Adelantamientos";20523;"Adelantamiento en Vías Urbanas.";No;236590;236591;236592;;236591;No;Si;Si;No;No
70102;100058343;Iveralso/5744.jpg;"Al circular marcha atrás escucha avisos indicadores de otro vehículo, ¿qué debe hacer?";712;1,26;665;1,35;"Detener el vehículo y desistir de la maniobra si fuera preciso.";"Terminar la maniobra lo más rápidamente posible.";"Señalizar la maniobra con las luces de emergencia.";;"Detener el vehículo y desistir de la maniobra si fuera preciso.";3200;"04 Cambios de direccion, de sentido y marcha atrás";20537;"Normas para la Maniobra de Marcha Atrás.";No;236596;236597;236598;;236596;No;No;No;No;Si
70103;100058345;Iveralso/5727.jpg;"¿Qué luces debe utilizar para circular de noche por una travesía?";705;0,56;656;0,60;"Las de posición y las de corto alcance.";"Las de posición y las de largo alcance.";"Las de posición solamente.";;"Las de posición y las de corto alcance.";3204;"16 Luces";20575;"Luz de Posición, Cruce y Largo Alcance.";No;236599;236600;236601;;236599;No;No;No;No;Si
70105;100058347;Iveralso/5735.jpg;"A la vista de la imagen, ¿es obligatorio adelantar al tranvía por la derecha?";11052;18,24;10420;17,96;"Sí, en todo caso.";"No, se le debe adelantar por la izquierda.";"No, se le puede adelantar por la derecha o por la izquierda.";;"No, se le puede adelantar por la derecha o por la izquierda.";3199;"06 Uso de la via y Adelantamientos";20690;"Excepciones Adelantamiento por la Derecha.";No;236605;236606;236607;;236607;Si;Si;Si;No;No
70107;100058359;Iveralso/5704.jpg;"¿Está permitido adelantar a la vez a dos camiones?";10859;14,44;10276;14,24;"No, porque son vehículos pesados y no permiten la visibilidad.";"Sólo cuando el adelantamiento se produce en autopista o autovía.";"Sí, si se tiene la seguridad de poder terminar el adelantamiento sin peligro.";;"Sí, si se tiene la seguridad de poder terminar el adelantamiento sin peligro.";3199;"06 Uso de la via y Adelantamientos";20527;"Adelantamiento en Vías de Doble Sentido.";No;236611;236612;236613;;236613;No;Si;Si;No;No
70108;100058360;Iveralso/5822.jpg;"En relación con la conducción y como norma general, el consumo inadecuado de medicamentos aumenta...";8794;11,28;8342;11,38;"el riesgo de accidente.";"la resistencia física del conductor.";"la capacidad de reacción.";;"el riesgo de accidente.";3206;"17 Tiempo y Distancia de Reacción y Factores Que Intervienen";20598;"Los Medicamentos.";No;236614;236615;236616;;236614;No;Si;Si;No;No
70110;100058363;Iveralso/5933.jpg;"Un peatón, ¿puede circular por el arcén de su derecha en una vía fuera de poblado?";10251;19,43;9735;19,21;"No, en ningún caso.";"Sí, como norma general.";"Solo cuando esté justificado por razones de mayor seguridad.";;"Solo cuando esté justificado por razones de mayor seguridad.";3191;"09 Arcenes y Carriles Especiales";20501;"Circulación de Peatones.";No;236620;236621;236622;;236622;Si;Si;Si;No;No
70111;100058369;Iveralso/5811.jpg;"En esta vía, ¿está permitido parar en la zona transitable del arcén?";12096;14,04;11423;14,01;"No, como norma general.";"Sí, siempre que se enciendan las luces de emergencia.";"Solo si la parada tiene una duración inferior a dos minutos.";;"No, como norma general.";3201;"05 Inmovilizaciones";20664;"Parada y Estacionamiento en Convencionales.";No;236623;236624;236625;;236623;No;Si;Si;No;No
70115;100058373;Iveralso/5326.jpg;"El conductor, al circular marcha atrás para estacionar, ¿debe llevar puesto el cinturón de seguridad?";9320;12,78;8835;12,60;"Solo podrá quitárselo si es taxista o repartidor.";"Sí, debe llevarlo abrochado hasta que el vehículo esté inmovilizado.";"No, no es obligatorio.";;"No, no es obligatorio.";3197;"13 Personas y Mercancias Transportadas";20724;"Exento marcha atrás";No;236635;236636;236637;;236637;No;Si;Si;No;No
70116;100058386;Iveralso/5798.jpg;"El vehículo rojo va a girar a la izquierda en la próxima intersección. ¿Puedo circular por el arcén para adelantarlo por la derecha?";10984;14,28;10390;14,38;"No, porque el camión no me deja ver.";"No, porque está prohibido circular por el arcén.";"Sí, porque es una intersección con prioridad.";;"No, porque está prohibido circular por el arcén.";3199;"06 Uso de la via y Adelantamientos";20690;"Excepciones Adelantamiento por la Derecha.";No;236638;236639;236640;;236639;No;Si;Si;No;No
70117;100058387;Iveralso/5900.jpg;"Para que pueda circular un ciclomotor, ¿es obligatorio que esté asegurado?";679;1,76;634;1,73;No.;"Sí, pero solo si tiene más de dos ruedas.";Sí.;;Sí.;3198;"11 Permisos de Conducir";20584;"El Seguro.";No;236641;236642;236643;;236643;No;No;No;No;Si
70118;100058392;Iveralso/5327.jpg;"¿Cuándo termina la prohibición de adelantar?";11712;14,66;11104;14,73;"Cuando rebase la vertical de la próxima señal de “fin de restricciones”.";"Cuando llegue al estrechamiento.";"Cuando rebase la vertical de la señal de “fin de la prohibición de adelantamiento” o “fin de prohibiciones”.";;"Cuando rebase la vertical de la señal de “fin de la prohibición de adelantamiento” o “fin de prohibiciones”.";3193;"07 Señales de Peligro y Prohibición";20419;"Señales de Peligro y Peligro con Velocidad.";No;236644;236645;236646;;236646;No;Si;Si;No;No
70119;100058398;Iveralso/5460.jpg;"Un menor de edad, ¿puede viajar de pasajero en una motocicleta?";11376;9,61;10745;9,57;"Solo si es mayor de 12 años o, excepcionalmente, de 7 años.";"Sí, siempre que el conductor sea mayor de edad.";"No, está prohibido.";;"Solo si es mayor de 12 años o, excepcionalmente, de 7 años.";3203;"19 Motocicleta";20566;"Pasajeros en Motocicletas y Bicicletas.";No;236647;236648;236649;;236647;No;Si;Si;No;No
70121;100058402;Iveralso/5464.jpg;"Si su turismo arrastra un remolque, ¿está obligado a llevar rueda de repuesto del remolque?";10394;24,28;9889;24,26;Sí.;"Solo si el remolque no es ligero.
";No.;;No.;3197;"13 Personas y Mercancias Transportadas";20643;"Dispositivos Turismos con Remolque.";No;236653;236654;236655;;236655;Si;Si;Si;No;No
