source_id;pregunta;opcion_1;opcion_2;opcion_3;respuesta_correcta;tema;subtema;pct_fallo;depende_imagen;cobertura_rgc
70186;En cuanto a los sistemas de ayuda a la conducción (ADAS), ¿cuál es la función del registrador de datos de incidencias o EDR?;Registrar y almacenar información para poder conocer las causas de un siniestro.;Evaluar si el conductor está en condiciones de conducir un vehículo automatizado.;Analizar los sistemas del vehículo para evaluar el estado de alerta del conductor.;Registrar y almacenar información para poder conocer las causas de un siniestro.;14 Mecánica;EDR..;16;no;fuera
70187;¿Qué significa esta señal situada a la entrada de una calle?;Entrada prohibida a todos los vehículos excepto motocicletas.;Zonas de bajas emisiones;Entrada prohibida a todos los vehículos a motor;Zonas de bajas emisiones;07 Señales de Peligro y Prohibición;prohibido productos contaminantes;16.88;si;rgc
70188;Conducir con sueño o con fatiga, ¿es peligroso para la seguridad vial?;Sí, aumenta el riesgo de sufrir un accidente.;No, los conductores con sueño o fatigados son más prudentes.;Solo si no se consumen bebidas energéticas o estimulantes.;Sí, aumenta el riesgo de sufrir un accidente.;17 Tiempo y Distancia de Reacción y Factores Que Intervienen;La Fatiga.;0.14;no;fuera
70190;Una ambulancia circula en servicio urgente por una vía urbana, ¿están obligados a utilizar el cinturón de seguridad el conductor y los pasajeros?;Los conductores sí pero los pasajeros no.;No.;Los pasajeros no pero los conductores sí.;No.;13 Personas y Mercancias Transportadas;Posición en el Asiento y Cinturón de Seguridad.;15.65;no;mixto
70192;¿Qué tipo de sanción conlleva la utilización de dispositivos de intercomunicación no autorizados en las pruebas para la obtención del permiso de conducir?;Ninguna.;Multa de 200 euros y la inhabilitación de volver a presentarse a las pruebas en el plazo de tres meses.;Multa de 500 euros y la inhabilitación de volver a presentarse a las pruebas en el plazo de seis meses.;Multa de 500 euros y la inhabilitación de volver a presentarse a las pruebas en el plazo de seis meses.;11 Permisos de Conducir;Permiso por Puntos.;7.25;no;fuera
70194;¿Quién tiene preferencia?;El turismo.;La bicicleta.;El que llegue al cruce a mayor velocidad.;El turismo.;09 Arcenes y Carriles Especiales;Circulación en Glorietas.;1.86;no;rgc
70195;En una vía de sentido único hay una isleta en el centro, ¿por dónde se deberá circular?;Indistintamente por la parte derecha o por la izquierda de la isleta.;Por la parte derecha de la isleta obligatoriamente.;Por la parte izquierda de la isleta obligatoriamente.;Indistintamente por la parte derecha o por la izquierda de la isleta.;03 Marcas Viales;Lado por el que Circular con Isletas y/o Continua.;14.95;no;rgc
70196;Dentro de un túnel con más de un carril para cada sentido de circulación, ¿está permitido adelantar?;No, está prohibido.;Sí, cuando no haya señales que lo prohíban.;Sí, pero solo dentro de poblado.;Sí, cuando no haya señales que lo prohíban.;06 Uso de la via y Adelantamientos;Adelantamiento Prohibido en Túneles.;20.39;no;rgc
70198;¿Cómo se podrían haber evitado algunos esguinces cervicales severos provocados por los accidentes de tráfico?;Regulando, adecuadamente el reposacabezas.;Evitando el efecto submarino.;Mediante la colocación de airbags de cortina.;Regulando, adecuadamente el reposacabezas.;13 Personas y Mercancias Transportadas;Distancia del Reposacabezas.;1.83;no;mixto
70199;¿Existen sistemas de ayuda a la conducción que mejoren la visibilidad del conductor en aquellas zonas donde pueda tener dificultades de visión a la hora de maniobrar?;Si, como el control de crucero, adaptativo o temporal.;No, aunque algunos sitemas emiten señales acústicas si hay riesgo de colisión.;Si, como la cámara de visión trasera;Si, como la cámara de visión trasera;04 Cambios de direccion, de sentido y marcha atrás;Camara trasera;7.06;no;rgc
70200;En los vehículos comerciales y pesados, ¿es obligatorio colocar la señal de advertencia de peligro de ángulos muertos para advertir del riesgo a los usuarios vulnerables?;No, es obligatoria para los vehículos pesados, pero es voluntaria para los comerciales.;Sí, es obligatoria su colocación para poder circular.;No, es una señal que se colocará de forma voluntaria en algunos de ellos.;No, es una señal que se colocará de forma voluntaria en algunos de ellos.;07 Señales de Peligro y Prohibición;otros peligros;17.12;no;rgc
70201;¿Cómo funciona el sistema avanzado de ayuda a la conducción DDR-ADR o de advertencia de distracciones del conductor?;Frena automáticamente el vehículo cuando existe un alto riesgo de colisión.;Evalúa mediante sensores si el conductor está en condiciones para conducir el vehículo.;Monitoriza la cara del conductor y lanza un aviso cuando nota que se distrae.;Monitoriza la cara del conductor y lanza un aviso cuando nota que se distrae.;14 Mecánica;EDR..;14.52;no;fuera
70202;¿Le está permitido el acceso a un vehículo de motor que disponga del distintivo ambiental C a una zona de bajas emisiones delimitada por estas señales?;Sólo si el vehículo de motor es una motocicleta.;No, como norma general.;Si.;No, como norma general.;07 Señales de Peligro y Prohibición;prohibido productos contaminantes;15.06;no;rgc
70204;¿Es recomendable hacer un mantenimiento especial del vehículo si se vive en zona de playa?;No, solo es necesario realizar el mantenimiento recomendado por el fabricante.;Sí, pero basta con revisar la presión de los neumáticos y el nivel de aceite.;Sí, porque la arena y la sal aceleran la aparición de puntos de corrosión en la carrocería.;Sí, porque la arena y la sal aceleran la aparición de puntos de corrosión en la carrocería.;14 Mecánica;Dirección, Amortiguación y Revisiones.;11.06;no;fuera
70205;En vías urbanas, ¿cuál es el tipo de accidente con víctimas más frecuente en el que se ven implicadas las furgonetas?;Colisión lateral y frontolateral.;Salida de la vía.;Atropello a peatones.;Colisión lateral y frontolateral.;12 Primeros Auxilios;Los furgones;19.40;no;fuera
70206;Según la Organización Mundial de la Salud, la depresión afecta a más de 300 millones de personas. Si sufrimos un trastorno depresivo debemos saber que con esta enfermedad…;No se puede obtener, en ningún caso, el permiso de conducción de la clase B.;No se alteran las capacidades para conducir con seguridad.;No es recomendable conducir de noche ni por entornos monótonos, ni durante muchas horas.;No es recomendable conducir de noche ni por entornos monótonos, ni durante muchas horas.;17 Tiempo y Distancia de Reacción y Factores Que Intervienen;Enfermedades, Estres y Depresión.;1.29;no;fuera
70210;Respecto a los factores que explican la accidentalidad, ¿cómo se puede disminuir la influencia del riesgo asociado a la vía y su entorno?;Circulando de noche, porque con menos tráfico es poco probable que aparezca la fatiga.;Circulando por carreteras convencionales, ya que son más seguras que las autovías.;Adecuando la velocidad a las condiciones de la vía.;Adecuando la velocidad a las condiciones de la vía.;18 Factores Humano, Vía, Vehículo;Conducción Preventiva.;0.73;no;fuera
70211;Beber mucha agua o fumar, ¿reduce la tasa de alcoholemia?;Sí.;No.;Solo si el agua es mineral o el tabaco es de liar.;No.;17 Tiempo y Distancia de Reacción y Factores Que Intervienen;Efectos del Alcohol y Controles de Alcoholemia.;0.45;no;fuera
70212;Como norma general, ¿está permitido que los conductores de bicicletas mayores de 18 años, circulen con sus vehículos por las aceras?;No.;Si.;Solo si circulan a una velocidad igual o inferior a 15 km/h;No.;03 Marcas Viales;Vía para ciclistas;6.02;no;rgc
70214;Si un conductor se encuentra de frente a un agente con el brazo levantado verticalmente, ¿qué debe hacer?;Seguir circulando con normalidad, la señal solo obliga a los peatones.;Girar a la derecha o a la izquierda cuando llegue a la altura del agente.;Detenerse, salvo que no pueda hacerlo con la suficiente seguridad.;Detenerse, salvo que no pueda hacerlo con la suficiente seguridad.;02 Señalizacion;Agentes;1.21;no;rgc
70216;Circula con su motocicleta sobre la calzada mojada de la imagen, en caso de frenada, esta situación provocará…;un aumento de la distancia de frenado.;una disminución de la distancia de reacción.;que no aumente la distancia de detención.;un aumento de la distancia de frenado.;17 Tiempo y Distancia de Reacción y Factores Que Intervienen;Tiempo y Distancia completo;2.31;si;fuera
70217;¿Qué precaución debe adoptar todo conductor para reducir el riesgo de atropello a peatones?;Aumentar la velocidad en las zonas urbanas mal iluminadas o sin iluminar.;Circular sin reducir la velocidad al aproximarse a los pasos para peatones.;Circular a velocidad moderada, sobre todo en ciudad.;Circular a velocidad moderada, sobre todo en ciudad.;15 Velocidad;Casos en los que Moderar la Velocidad.;2.10;no;rgc
70218;Según la Organización Mundial de la Salud, la depresión afecta a más de 300 millones de personas. Si sufrimos un trastorno depresivo debemos saber que con esta enfermedad…;No se alteran las capacidades para conducir con seguridad.;No se puede obtener, en ningún caso, el permiso de conducción de la clase B.;Cualquier suceso puede alterar al conductor y provocar reacciones impulsivas.;Cualquier suceso puede alterar al conductor y provocar reacciones impulsivas.;17 Tiempo y Distancia de Reacción y Factores Que Intervienen;Enfermedades, Estres y Depresión.;1.73;no;fuera
70220;¿Qué sucede cuando el sensor de lluvia del limpiaparabrisas está defectuoso?;Que el sistema no puede detectar correctamente la cantidad de lluvia caída.;Que las escobillas funcionan bien, pero no arrastran todo el agua acumulada en el parabrisas.;Que las escobillas dejan surcos de suciedad sobre el parabrisas.;Que el sistema no puede detectar correctamente la cantidad de lluvia caída.;14 Mecánica;EDR..;17.85;no;fuera
70222;Si el sistema de navegación GPS es portátil, ¿qué debe hacer el conductor?;Circular por el carril derecho a velocidad reducida para introducir los datos del destino.;Colocarlo a una altura correcta y sin que entorpezca la visión de la carretera.;Seguir siempre sus instrucciones, aunque estén en contradicción con la señalización.;Colocarlo a una altura correcta y sin que entorpezca la visión de la carretera.;13 Personas y Mercancias Transportadas;El GPS.;0.85;no;mixto
70223;El motor de un vehículo que dispone del sistema Start-Stop está diseñado para tener un mayor rendimiento, aunque el número de arranques también es mayor, ¿qué ventaja presenta este sistema?;Ninguna, ya que el soportar continuos arranques disminuye su vida útil.;Se reducen las emisiones de CO2 y se produce un ahorro de combustible.;Aumenta la potencia del motor sobre todo cuando se encuentra parado.;Se reducen las emisiones de CO2 y se produce un ahorro de combustible.;14 Mecánica;start stop;10.03;no;fuera
70224;¿Cuál de las siguientes razones puede explicar que el vehículo sea el factor de riesgo que aparece en un grado menor como causa principal de los accidentes de tráfico?;A que la edad media de los vehículos es cada vez mayor.;A las importantes mejoras técnicas introducidas en su diseño y construcción.;A que en los últimos 20 años los kilómetros recorridos han disminuido año tras año.;A las importantes mejoras técnicas introducidas en su diseño y construcción.;18 Factores Humano, Vía, Vehículo;Factor Vehículo.;15.36;no;fuera
70225;En una inspección técnica en carretera, el inspector determina que su camión debe someterse a una inspección más minuciosa, ¿Dónde se realizará esta inspección?;Siempre en una estación ITV fija, próxima.;En una unidad móvil de inspección o en una estación ITV fija próxima.;Siempre en una unidad móvil de inspección.;En una unidad móvil de inspección o en una estación ITV fija próxima.;11 Permisos de Conducir;Itv movil;16.43;no;fuera
70226;Los animales conducidos en manada o rebaño, irán al paso, lo más cerca posible del borde derecho de la vía y...;conducidos por una persona mayor de 16 años.;siempre por el arcén, solo podrán invadir la calzada para cruzar la vía.;de forma que no ocupen más de la mitad derecha de la calzada.;de forma que no ocupen más de la mitad derecha de la calzada.;09 Arcenes y Carriles Especiales;silla de ruedas;29.05;no;rgc
70227;En una autovía, ¿cuál es la velocidad máxima permitida para un turismo que arrastra un remolque de masa máxima autorizada superior a 750 kilogramos?;120 km/h.;100 km/h.;90 km/h.;90 km/h.;15 Velocidad;Via sin pavimentar;13.90;no;rgc
70228;En general, un conductor con sueño...;percibe mejor el entorno del tráfico.;tarda menos tiempo en reaccionar ante una situación imprevista.;tarda más en procesar la información que le llega del entorno.;tarda más en procesar la información que le llega del entorno.;17 Tiempo y Distancia de Reacción y Factores Que Intervienen;La Fatiga.;1.46;no;fuera
70229;En carreteras convencionales de un carril para cada sentido de la circulación, ¿por qué es importante no superar la velocidad máxima permitida?;Porque la densidad del tráfico es menor que en una autovía.;Porque es más probable sufrir un accidente con graves consecuencias.;Porque la anchura de los carriles es inferior a 1,5 metros.;Porque es más probable sufrir un accidente con graves consecuencias.;15 Velocidad;Velocidad Máxima Turismos.;1.32;no;rgc
70231;Con el permiso de conducción de la clase B, ¿se puede conducir un automóvil de más de 3.500 kilogramos de masa máxima autorizada?;Sí, cuando el permiso tenga una antigüedad superior a 3 años.;Sí, siempre que su masa máxima autorizada no supere los 4.250 kilogramos.;No, como norma general.;No, como norma general.;11 Permisos de Conducir;Tipos de Permisos de Conducción.;17.88;no;fuera
70232;Factores como una alta temperatura, o la mala ventilación del interior del vehículo...;no alteran el estado psicofísico del conductor.;retrasan la aparición de la fatiga.;favorecen la aparición de la fatiga.;favorecen la aparición de la fatiga.;17 Tiempo y Distancia de Reacción y Factores Que Intervienen;La Fatiga.;0.60;no;fuera
70233;En relación con la seguridad vial, ¿por qué es mejor circular en vía urbana a 30 km/h en lugar de a 50 km/h?;Porque a 30 km/h la resistencia aerodinámica es mayor que a 50 km/h.;Porque a menor velocidad, menor es la probabilidad de que un atropello sea mortal.;Porque el Trafico es más fluido y no existe riesgo de accidente.;Porque a menor velocidad, menor es la probabilidad de que un atropello sea mortal.;18 Factores Humano, Vía, Vehículo;Relación Velocidad con Accidentes.;2.64;no;fuera
70234;En general, un conductor que circula bajo los efectos del LSD...;tiene una fuerte sensación de fatiga y sueño.;sobrevalora sus capacidades al volante.;puede sufrir alucinaciones y alteraciones emocionales.;puede sufrir alucinaciones y alteraciones emocionales.;17 Tiempo y Distancia de Reacción y Factores Que Intervienen;Efectos de las Drogas.;13.55;no;fuera
70235;Debido a sus síntomas, ¿qué enfermedades son las que presentan un mayor riesgo de accidente y, de hecho, impiden en muchos casos, la obtención de un permiso de conducción profesional?;Las enfermedades respiratorias.;Las enfermedades dermatológicas.;Las enfermedades neurológicas y mentales.;Las enfermedades neurológicas y mentales.;17 Tiempo y Distancia de Reacción y Factores Que Intervienen;Enfermedades, Estres y Depresión.;1.89;no;fuera
70236;Si no puede circular hacia delante, ni cambiar de dirección o sentido de la marcha, ¿qué recorrido le está permitido circular marcha atrás?;El recorrido mínimo indispensable.;Es indistinto, siempre que la maniobra se realice con rapidez.;Un recorrido máximo de 15 metros.;El recorrido mínimo indispensable.;04 Cambios de direccion, de sentido y marcha atrás;Camara trasera;15.49;no;rgc
70237;En condiciones de mala visibilidad, ¿qué debe hacer un conductor ante la presencia de ciclistas en la vía?;Circular lo más cerca posible del borde derecho de la calzada al adelantarles.;Hacer señales acústicas al llegar a su altura para advertir de su presencia.;Extremar la precaución para reducir el riesgo de accidente.;Extremar la precaución para reducir el riesgo de accidente.;19 Motocicleta;Accidentes de los Ciclistas.;2.87;no;mixto
70238;Respecto a los sistemas de ayuda a la conducción, ¿qué ocurrirá cuando el sistema de salida de carril esté defectuoso?;Que el conductor recibirá un aviso para que se detenga inmediatamente.;Que el sistema impedirá que la velocidad del vehículo supere los 80 km/h.;Que el conductor recibirá un aviso de que la cámara no puede realizar su función correctamente.;Que el conductor recibirá un aviso de que la cámara no puede realizar su función correctamente.;14 Mecánica;EDR..;16.37;no;fuera
70239;En vías interurbanas, ¿en qué circunstancias pueden los ciclistas circular sin casco de protección?;En ningún caso, están obligados a llevarlo puesto en todo momento.;Cuando circulen por un carril-bici de uso exclusivo para ciclistas.;Cuando circulen por rampas ascendentes prolongadas.;Cuando circulen por rampas ascendentes prolongadas.;19 Motocicleta;Casco en ciclistas;16.21;no;mixto
70240;Si por accidente u otra emergencia un vehículo quedara inmovilizado en una autovía y fuese necesaria su evacuación, los ocupantes...;podrán transitar por la calzada.;no podrán transitar por la calzada.;deberán permanecer en todo momento en el interior del vehículo.;no podrán transitar por la calzada.;05 Inmovilizaciones;Luz de Emergencia.;31.19;no;rgc
70242;La depresión es una enfermedad que...;puede afectar a las capacidades para conducir con seguridad.;es mejor no tratar con medicamentos si se conduce a diario.;no afecta a las capacidades para conducir con seguridad.;puede afectar a las capacidades para conducir con seguridad.;17 Tiempo y Distancia de Reacción y Factores Que Intervienen;Enfermedades, Estres y Depresión.;0.73;no;fuera
70243;¿Qué sistema ayuda al conductor a mantener una posición segura respecto a los límites del carril cuando el vehículo lo abandona o está a punto de abandonarlo y existe un riesgo?;El sistema DDR o de advertencia de pérdida de atención.;El sistema avanzado AEB-PCD o de frenada de emergencia.;El sistema avanzado LKA o de mantenimiento de carril.;El sistema avanzado LKA o de mantenimiento de carril.;14 Mecánica;EDR..;16.43;no;fuera
70244;En una vía con dos carriles para el mismo sentido, el conductor de un turismo, ¿cuándo está obligado a cambiar completamente de carril y circular por el de su izquierda?;Cuando adelante a ciclos o ciclomotores.;Solo cuando adelante a ciclos.;Cuando adelante a cualquier vehículo que circule por el arcén.;Cuando adelante a ciclos o ciclomotores.;06 Uso de la via y Adelantamientos;Adelantamiento sentido único ciclo y ciclomotores;42.90;no;rgc
70245;¿En qué tipo de vía su titular podrá fijar una velocidad máxima de 100 km/h a turismos, motocicletas y autocaravanas de M.M.A. no superior a 3.500 kg?;En las convencionales con arcenes de anchura superior a 1,5 metros.;En las convencionales con separación física de los dos sentidos de circulación.;En las convencionales con tres o más carriles de circulación.;En las convencionales con separación física de los dos sentidos de circulación.;15 Velocidad;Velocidad Máxima Turismos.;22;no;rgc
70246;El carril bici está cortado por obras, ¿por dónde debe circular el ciclista a partir de su cierre?;Por la calzada o por la acera, es indistinto.;Por la calzada.;Por la acera.;Por la calzada.;03 Marcas Viales;Vía para ciclistas;8.37;no;rgc
70252;¿Qué vehículos, como norma general, pueden acceder a una vía a cuya entrada se encuentra esta señal?;Cualquier vehículo.;Vehículos con distintivo ambiental A o B.;Vehículos con distintivo ambiental 0, ECO o C.;Vehículos con distintivo ambiental 0, ECO o C.;07 Señales de Peligro y Prohibición;prohibido productos contaminantes;6.33;si;rgc
70253;Un policía de tráfico le obliga a detenerse y le pide su permiso de conducción, ¿a través de qué medios lo puede presentar?;En formato digital a través de la aplicación móvil miDGT.;Solamente en formato físico.;En formato físico y en formato digital a través de la aplicación móvil miDGT.;En formato físico y en formato digital a través de la aplicación móvil miDGT.;11 Permisos de Conducir;Tipos de Permisos de Conducción.;4.54;no;fuera
70254;¿Qué significa esta señal colocada en el lateral de una furgoneta?;Advertencia de peligro de ángulos muertos para advertir a vehículos pesados.;Advertencia de peligro de ángulos muertos para advertir a usuarios vulnerables.;Precaución con las motocicletas estacionadas en la acera.;Advertencia de peligro de ángulos muertos para advertir a usuarios vulnerables.;07 Señales de Peligro y Prohibición;otros peligros;7.09;si;rgc
70255;¿Cuantas señales de advertencia de peligro de ángulos muertos de carácter voluntario se colocarán en una furgoneta?;Una en la parte delantera.;Dos, una en cada lateral.;Tres, una en cada lateral y una en la parte trasera.;Tres, una en cada lateral y una en la parte trasera.;07 Señales de Peligro y Prohibición;otros peligros;11.21;no;rgc
70258;Situado en una señal, ¿qué indica este pictograma?;Que el alcance de la señalización se refiere a vehículos híbridos.;Que el alcance de la señalización se refiere a vehículos eléctricos.;Que el alcance de la señalización se refiere a vehículos Diésel.;Que el alcance de la señalización se refiere a vehículos eléctricos.;08 Señales de Obligación e Indicación;panel niebla;3.24;no;rgc
70259;¿Cuál de los siguientes líquidos, en caso de perderse totalmente, podría provocar un accidente?;El líquido de frenos.;El anticongelante.;El líquido de la batería.;El líquido de frenos.;14 Mecánica;Los Frenos.;8.55;no;fuera
70260;En caso de accidente, el sistema de llamada e-Call, ¿avisa a los servicios de emergencia?;Si, para proporcionar una rápida asistencia y así reducir la gravedad de las lesiones.;Si, para que desde el 112 llamen al teléfono móvil del conductor del vehículo.;No, lo que hace es facilitar los datos de los hospitales más próximos al lugar del accidente.;Si, para proporcionar una rápida asistencia y así reducir la gravedad de las lesiones.;14 Mecánica;EDR..;8.15;no;fuera
70261;¿Cuál es una de las infracciones que más cometen los conductores con mayor riesgo para los peatones?;No respetar una señal de stop o de ceda el paso.;Estacionar sobre la acera obligando al peatón a invadir la calzada.;Circular en posición paralela con un vehículo de dos ruedas.;Estacionar sobre la acera obligando al peatón a invadir la calzada.;05 Inmovilizaciones;Lugares Donde esta prohibido Parar y Estacionar.;14.62;no;rgc
70264;Iniciado el adelantamiento, si surgen circunstancias de riesgo, ¿qué debe hacer el conductor?;Acelerar para finalizarlo.;Reducir la velocidad y regresar al carril sin obstaculizar.;Advertir al que pretende adelantar para que detenga su marcha.;Reducir la velocidad y regresar al carril sin obstaculizar.;06 Uso de la via y Adelantamientos;Actuaciones en Caso de Peligro.;5.96;no;rgc
70265;Si queda detenido en un atasco, ¿qué distancia es aconsejable mantener con el vehículo de delante?;Un metro como máximo.;Dos o tres metros para no golpear al vehículo de delante en caso de alcance trasero.;Un espacio mínimo para ocupar menos espacio.;Dos o tres metros para no golpear al vehículo de delante en caso de alcance trasero.;05 Inmovilizaciones;Tipos de Detenciones.;6.39;no;rgc
70267;¿Es aconsejable realizar largos desplazamientos utilizando una rueda de repuesto de uso temporal?;No, debido a las limitaciones en velocidad y kilometraje que presentan.;Sí, siempre que se lleve con una presión superior a la de las demás ruedas.;Sólo si se circula por autopistas y en condiciones climatológicas favorables.;No, debido a las limitaciones en velocidad y kilometraje que presentan.;14 Mecánica;Los Neumáticos.;3.52;no;fuera
70268;Utilizar una pinza para retener el cinturón de seguridad...;es peligroso, porque reduce su eficacia.;es conveniente, porque reduce su presión sobre el pecho.;es necesario para evitar lesiones en la cara a consecuencia del airbag.;es peligroso, porque reduce su eficacia.;13 Personas y Mercancias Transportadas;Exento marcha atrás;1.42;no;mixto
70269;Entre la puesta y la salida del sol, ¿puede encender el alumbrado de largo alcance en caso de niebla?;No, está prohibido.;Sólo en carreteras con un carril para cada sentido de la circulación.;Sí, procurando no deslumbrar a otros usuarios de la vía.;Sí, procurando no deslumbrar a otros usuarios de la vía.;16 Luces;Antinieblas 19;15.32;no;rgc
70270;¿Está permitido que los vehículos prioritarios en servicio de urgencia utilicen únicamente la señal luminosa?;Solo en vías urbanas, en vías interurbanas deben de usar la señal acústica;Sí, cuando no suponga un peligro para los demás usuarios.;No, tienen que utilizar simultáneamente la señal luminosa y acústica.;Sí, cuando no suponga un peligro para los demás usuarios.;10 Preferencias;Preferencia de Bicicletas y  Prioritarios.;15.26;no;rgc
70273;En un tramo de vía muy estrecho en el que no está señalizada la prioridad de paso, se encuentran un camión y un turismo. ¿Qué vehículo pasará primero?;El turismo, porque tiene menor dificultad de maniobra.;El que tenga que dar marcha atrás menor distancia.;El camión, si no se sabe qué vehículo entró primero.;El camión, si no se sabe qué vehículo entró primero.;10 Preferencias;Estrechamiento mismo tipo;15.54;no;rgc
70274;¿Debe detenerse ante estas marcas viales?;Sí, siempre, para ceder el paso.;No, ya que no es un paso para peatones ni una marca de detención.;Sí, cuando pase algún ciclista, porque tiene prioridad de paso.;Sí, cuando pase algún ciclista, porque tiene prioridad de paso.;03 Marcas Viales;Carril Bus con Discontinua.;12.50;no;rgc
70277;En la explanada de peaje de una autopista, ¿está permitido recoger a una persona que hace autostop?;Solo si no existe riesgo para otros usuarios de la vía.;No.;Sí.;No.;09 Arcenes y Carriles Especiales;Telepeaje;5.68;no;rgc
70278;¿Tiene alguna obligación si observa que otro vehículo tiene el propósito de adelantarle utilizando el carril izquierdo contiguo al suyo?;Ceñirse al borde derecho de la calzada.;Disminuir la velocidad.;Indicarle con el intermitente derecho que puede adelantar con seguridad.;Ceñirse al borde derecho de la calzada.;06 Uso de la via y Adelantamientos;Obligaciones del Vehículo Adelantando.;15.42;no;rgc
70280;En caso de avería de la señal luminosa V-2, los transportes especiales o en régimen de transporte especial...;tienen prohibida la circulación.;circularán por el carril derecho a una velocidad inferior a 40 km/h.;circularán con la luz de cruce y la señal de emergencia encendidas.;circularán con la luz de cruce y la señal de emergencia encendidas.;15 Velocidad;Luz rotativa;25.58;no;rgc
70281;Entre los síntomas de la alergia al polen, se encuentra...;náuseas y vómitos.;dolores musculares.;continuos estornudos y ojos irritados.;continuos estornudos y ojos irritados.;17 Tiempo y Distancia de Reacción y Factores Que Intervienen;Alergia y Bebidas Excitantes.;0.57;no;fuera
70282;El conductor del turismo de color blanco, ¿debe respetar la señal de Stop cuando llegue al cruce?;Sí, pero sólo si sigue de frente.;Sí, debe respetar las marcas viales existentes.;No, porque la señal horizontal sólo es para los que giren a la izquierda.;No, porque la señal horizontal sólo es para los que giren a la izquierda.;03 Marcas Viales;velocidad vial;5.19;no;rgc
70283;Si se dan las condiciones de seguridad precisas y va a adelantar a un ciclista en esta vía, ¿qué separación lateral debe dejar?;Igual o superior a 1,50 metros.;Depende de la velocidad a la que circule el vehículo.;Al menos 1 metro.;Igual o superior a 1,50 metros.;06 Uso de la via y Adelantamientos;1,5 metros motos;1.65;no;rgc
70284;La vía, su entorno y el propio vehículo, ¿pueden favorecer la aparición de distracciones al volante?;Sí.;La vía y su entorno sí, pero el propio vehículo no favorece la aparición de distracciones.;No.;Sí.;18 Factores Humano, Vía, Vehículo;El Viento.;14.80;no;fuera
70285;Si vende su vehículo, ¿debe comunicarlo a la Jefatura de Tráfico?;No, es el nuevo titular el que tiene que comunicar la compra.;Solo si el nuevo titular no tiene su residencia en España.;Sí, en un plazo de 10 días.;Sí, en un plazo de 10 días.;11 Permisos de Conducir;Permiso de Circulación.;1.88;no;fuera
70286;Si un turismo queda inmovilizado en una autopista debido a una avería, ¿puede ser remolcado por otro turismo?;Solo hasta un lugar donde pueda quedar convenientemente inmovilizado.;No, en ningún caso.;Sí, excepcionalmente y siempre en condiciones de seguridad.;No, en ningún caso.;13 Personas y Mercancias Transportadas;Remolcar a otro Coche.;13.38;no;mixto
70287;¿Existe algún dispositivo de seguridad pasiva en el vehículo que pueda sustituir al cinturón de seguridad?;Sí, el airbag del conductor.;No, aunque otros lo complementan en caso de accidente.;Sí, los asientos ergonómicos que se adaptan a la forma del cuerpo.;No, aunque otros lo complementan en caso de accidente.;13 Personas y Mercancias Transportadas;Posición en el Asiento y Cinturón de Seguridad.;11.38;no;mixto
70289;¿A qué puede deberse un desgaste irregular de los neumáticos de un vehículo?;Al mal estado de la suspensión o de la amortiguación.;A llevar la presión de inflado recomendada por el fabricante.;A circular con una masa por debajo de la máxima autorizada.;Al mal estado de la suspensión o de la amortiguación.;14 Mecánica;Los Neumáticos.;14.44;no;fuera
70290;Durante el día, un conductor que ocupe la calzada, ¿está obligado a ponerse el chaleco reflectante?;No, si la visibilidad es buena.;Sí, en vías interurbanas.;Sí, en toda clase de vías.;Sí, en vías interurbanas.;13 Personas y Mercancias Transportadas;Dispositivos Obligatorios.;25.44;no;mixto
70291;¿Qué comportamiento debe evitar como conductor para disminuir el riesgo de atropello a peatones?;Utilizar gafas de sol, para evitar deslumbramientos al amanecer y al atardecer.;Estacionar sobre la acera.;Reducir la velocidad al adelantar a un autobús del que están bajando pasajeros.;Estacionar sobre la acera.;05 Inmovilizaciones;Lugares Donde esta prohibido Parar y Estacionar.;28.09;no;rgc
70292;Los accidentes de tráfico generan costes...;materiales y sanitarios solamente.;administrativos, materiales y sanitarios, pero no humanos.;materiales, sanitarios, administrativos y humanos.;materiales, sanitarios, administrativos y humanos.;12 Primeros Auxilios;Costes Económicos.;1.16;no;fuera
70293;¿Por qué tipo de vías tienen prohibida la circulación los ciclomotores?;Por todas las vías situadas fuera de poblado.;Por las carreteras convencionales sin arcén.;Por las autopistas y autovías.;Por las autopistas y autovías.;09 Arcenes y Carriles Especiales;Vehículos Obligados a Circular por el Arcén.;9.29;no;rgc
70294;¿Cuál es la velocidad máxima de un pick-up en una carretera convencional?;90 km/h.;100 km/h.;80 km/h.;90 km/h.;15 Velocidad;"Velocidad Máxima Vehículos ""Raros"".";13.62;no;rgc
70295;Conforme a las estadísticas de accidentalidad, la mayor parte de los accidentes de tráfico con víctimas tienen lugar...;durante la jornada laboral.;en periodos de vacaciones, como semana santa o verano.;durante la primavera, debido a las alergias.;en periodos de vacaciones, como semana santa o verano.;12 Primeros Auxilios;Épocas y Vias donde hay más Accidentes.;9.61;no;fuera
70297;Conducir bajo los efectos de anfetaminas es peligroso porque...;aumenta la sensación de fatiga.;disminuye la somnolencia y el conductor infravalora sus propias capacidades.;disminuye la sensación de fatiga.;disminuye la sensación de fatiga.;17 Tiempo y Distancia de Reacción y Factores Que Intervienen;Efectos de las Drogas.;54.18;no;fuera
